new_payee,amount,typical_amount,amount_ratio,hour,off_hours,urgency_language_flag,behavioral_anomaly_flag,velocity_last_hour,is_fraud
1,4206.79,1117.39,3.765,5,1,1,1,0,1
0,1158.02,9204.9,0.126,8,0,0,0,0,0
0,7346.31,1811.9,4.054,0,1,0,0,0,1
1,494.19,1267.41,0.39,5,1,1,1,1,1
0,355.14,634.31,0.56,17,0,0,0,1,0
0,22120.26,2334.0,9.477,12,0,0,0,0,0
1,768.66,3744.02,0.205,1,1,0,0,1,1
1,328.92,3252.34,0.101,18,0,1,0,0,1
1,187.79,1172.72,0.16,1,1,0,1,0,1
0,7314.65,2049.04,3.57,3,1,0,0,0,0
0,1160.15,6664.12,0.174,3,1,0,0,0,0
0,1300.08,3880.79,0.335,9,0,0,0,0,0
0,1470.03,730.88,2.011,16,0,0,0,0,0
0,6746.81,149.69,45.072,23,1,0,0,2,1
1,1431.69,1933.52,0.74,15,0,0,1,0,1
0,38073.35,3037.26,12.535,20,0,0,0,0,1
1,2151.43,555.41,3.874,7,0,1,0,0,0
0,7189.09,1468.64,4.895,5,1,0,0,0,0
0,5150.31,1167.56,4.411,1,1,0,0,1,1
0,1724.37,1625.97,1.061,22,1,0,0,0,1
0,842.98,906.67,0.93,14,0,0,0,0,0
0,2783.75,4728.96,0.589,22,1,0,0,0,0
1,3509.15,1691.16,2.075,10,0,0,0,1,0
1,858.89,671.08,1.28,20,0,1,1,0,1
0,2244.51,3380.29,0.664,15,0,1,0,0,1
0,9018.8,474.49,19.007,3,1,0,0,0,0
1,26660.33,4703.42,5.668,10,0,0,0,0,1
0,5489.98,3611.77,1.52,13,0,0,0,0,0
0,20365.3,5170.88,3.938,7,0,0,0,0,0
0,797.76,1283.8,0.621,5,1,0,0,0,0
1,4502.76,947.19,4.754,20,0,0,0,0,1
0,10301.81,1596.58,6.452,22,1,0,0,0,1
0,563.84,1371.98,0.411,18,0,0,0,0,0
1,961.73,822.66,1.169,3,1,0,1,2,1
0,17314.1,899.41,19.251,3,1,0,1,0,1
0,508.96,1064.5,0.478,23,1,0,0,0,0
0,316.25,516.46,0.612,5,1,0,0,1,0
1,13178.95,2724.85,4.837,10,0,0,1,1,1
0,8568.02,1412.24,6.067,0,1,0,0,0,0
1,3170.85,1121.54,2.827,1,1,0,1,0,1
0,1703.73,544.94,3.126,8,0,0,0,0,0
0,1022.41,520.96,1.963,15,0,0,0,0,1
1,2608.51,8453.39,0.309,5,1,0,0,1,1
0,14097.45,841.74,16.748,22,1,0,0,0,1
0,2465.47,2564.39,0.961,8,0,1,0,0,1
0,30243.82,1713.63,17.649,18,0,0,0,1,1
0,562.66,121.79,4.62,4,1,0,0,1,0
0,1762.37,7429.44,0.237,20,0,0,0,1,0
0,1113.23,2739.9,0.406,9,0,0,0,0,0
0,441.12,741.81,0.595,6,0,0,0,1,0
1,1481.77,1442.99,1.027,1,1,1,1,0,1
0,3110.47,526.23,5.911,19,0,0,0,1,0
1,3574.21,7658.71,0.467,3,1,0,0,1,1
0,30381.46,654.0,46.455,7,0,0,0,0,0
0,3307.04,924.47,3.577,2,1,0,0,0,0
0,8064.1,767.7,10.504,1,1,0,0,0,0
0,1970.26,1591.36,1.238,8,0,0,0,1,0
0,16018.06,5081.11,3.152,10,0,0,1,0,0
1,40863.15,7408.9,5.515,3,1,1,0,1,1
1,3606.2,1033.7,3.489,8,0,0,0,0,1
1,497.47,2080.64,0.239,5,1,0,1,1,1
0,885.86,1593.54,0.556,0,1,0,0,0,0
1,2608.46,611.89,4.263,2,1,0,1,0,1
0,3272.95,13099.12,0.25,6,0,0,0,0,1
0,4482.57,5046.67,0.888,8,0,0,0,0,0
1,3288.73,1754.97,1.874,7,0,1,0,1,1
0,1824.53,6146.81,0.297,20,0,0,0,0,0
0,790.72,4406.76,0.179,12,0,0,0,0,0
0,3045.68,1593.48,1.911,23,1,0,0,0,0
0,20160.56,1984.99,10.157,17,0,0,0,0,0
1,6808.36,5772.81,1.179,18,0,0,1,0,0
0,3623.21,631.73,5.735,23,1,1,0,0,1
1,6894.21,6676.32,1.033,8,0,1,0,0,1
0,1116.12,1208.82,0.923,23,1,0,0,0,0
0,933.79,5838.38,0.16,19,0,0,0,2,0
0,683.95,1473.35,0.464,5,1,0,0,0,0
0,1536.29,2005.89,0.766,20,0,0,1,1,0
0,1044.6,1435.29,0.728,11,0,0,0,0,0
1,8697.21,917.21,9.482,3,1,0,0,1,1
1,974.65,1160.9,0.84,8,0,0,0,0,0
1,636.8,5121.49,0.124,9,0,1,0,1,1
1,22591.98,184.43,122.496,2,1,0,1,0,1
1,1005.47,485.38,2.072,16,0,1,0,1,1
0,2207.44,770.53,2.865,6,0,1,1,1,1
1,3251.01,560.87,5.796,7,0,0,0,0,0
0,412.53,5761.66,0.072,10,0,0,0,0,0
0,9010.35,4591.26,1.963,12,0,1,0,0,0
0,4139.19,2522.05,1.641,2,1,0,0,0,0
0,13710.25,833.79,16.443,18,0,0,0,0,0
0,747.71,4922.38,0.152,13,0,0,0,1,0
1,2056.71,354.49,5.802,21,0,0,0,1,1
0,1902.95,10175.97,0.187,15,0,0,0,0,0
0,2547.98,799.38,3.187,14,0,0,0,1,0
0,272.87,1169.31,0.233,1,1,0,0,0,1
0,2088.26,1005.85,2.076,5,1,0,0,1,1
0,283.04,563.52,0.502,20,0,0,0,1,0
0,2880.83,8371.61,0.344,6,0,0,0,1,0
0,113.61,3010.93,0.038,8,0,0,0,1,0
0,162.87,4420.13,0.037,8,0,0,0,0,0
1,5240.19,492.11,10.648,16,0,0,0,0,1
1,888.12,1742.1,0.51,22,1,1,0,0,1
0,500.59,2365.93,0.212,2,1,0,0,0,0
0,9434.22,1888.77,4.995,3,1,1,0,0,1
0,2768.09,520.96,5.313,1,1,0,0,0,1
1,5617.92,3896.95,1.442,0,1,1,1,1,1
0,1456.64,1651.43,0.882,9,0,0,0,0,0
0,58895.34,626.74,93.971,2,1,0,0,1,0
1,823.97,278.74,2.956,9,0,0,0,1,1
0,17463.08,2555.49,6.834,8,0,0,0,1,1
0,1669.41,13432.2,0.124,16,0,0,0,1,0
0,210.43,593.64,0.354,14,0,0,0,2,0
1,3387.01,1725.72,1.963,2,1,0,1,1,1
1,2722.19,4021.65,0.677,20,0,1,0,0,1
1,460.95,472.16,0.976,2,1,0,1,0,1
0,545.18,961.06,0.567,3,1,0,0,0,0
0,1750.91,682.56,2.565,3,1,0,1,0,1
1,2848.85,3591.08,0.793,16,0,0,0,0,0
1,72.83,4880.34,0.015,5,1,0,0,0,0
0,7108.58,1708.09,4.162,10,0,0,0,1,0
1,950.66,693.98,1.37,11,0,1,0,0,1
0,320.13,993.75,0.322,22,1,0,0,0,0
0,6144.95,839.29,7.322,6,0,0,0,0,1
0,1753.37,614.28,2.854,12,0,0,0,1,0
0,8786.88,1350.41,6.507,5,1,0,0,1,1
1,3194.99,2483.3,1.287,22,1,0,0,2,0
0,1804.49,2301.31,0.784,2,1,0,0,1,0
0,1482.45,1469.37,1.009,20,0,0,0,0,0
1,3386.41,1558.3,2.173,13,0,0,0,1,1
1,1056.18,1375.54,0.768,13,0,0,0,0,0
0,596.84,460.59,1.296,22,1,0,0,0,0
0,3995.33,1709.78,2.337,9,0,0,0,0,0
0,1498.42,875.45,1.712,4,1,0,0,1,1
0,1888.69,440.27,4.29,1,1,0,0,0,0
1,7451.67,2066.55,3.606,5,1,1,0,0,1
1,1559.25,853.58,1.827,22,1,1,0,1,1
0,1843.73,1817.07,1.015,10,0,0,0,0,0
0,829.2,3174.4,0.261,17,0,0,0,0,0
0,3165.17,629.41,5.029,23,1,0,1,1,1
1,2849.15,1608.26,1.772,20,0,1,0,0,1
0,5831.37,290.21,20.094,10,0,0,0,1,0
0,851.61,5879.81,0.145,23,1,0,0,1,0
0,997.09,435.65,2.289,14,0,0,0,1,0
0,5063.32,931.38,5.436,2,1,0,0,0,1
0,2509.6,4937.14,0.508,1,1,0,0,0,0
0,556.64,1198.62,0.464,6,0,0,0,0,0
1,9882.49,503.88,19.613,4,1,0,0,0,1
1,198.74,2812.32,0.071,20,0,1,0,0,1
1,5011.9,2755.84,1.819,12,0,1,1,1,1
0,349.05,837.26,0.417,7,0,0,1,1,0
0,20984.2,922.94,22.736,8,0,0,0,1,0
0,242.75,1000.38,0.243,7,0,0,0,1,0
0,8086.29,1228.66,6.581,9,0,0,0,0,0
1,1626.0,269.43,6.035,1,1,0,0,0,0
0,1122.62,1257.3,0.893,9,0,0,0,0,0
0,2300.81,7372.58,0.312,10,0,0,0,0,0
1,4111.2,660.92,6.22,22,1,0,0,0,1
1,557.96,875.55,0.637,10,0,0,0,0,0
0,626.08,510.17,1.227,4,1,0,1,1,1
0,4206.92,2568.16,1.638,13,0,0,0,0,0
0,196.46,4371.57,0.045,22,1,1,0,1,1
0,845.99,4282.47,0.198,2,1,1,0,0,1
0,94173.4,481.44,195.608,19,0,0,0,0,0
0,513.67,2321.14,0.221,22,1,1,0,0,0
1,8039.67,5379.63,1.494,1,1,0,0,0,1
0,844.09,2341.85,0.36,17,0,0,0,2,0
0,3504.34,2276.9,1.539,0,1,0,0,0,0
0,4232.98,968.28,4.372,0,1,0,0,0,0
0,7845.09,1804.61,4.347,16,0,0,0,0,0
1,1393.63,4503.84,0.309,5,1,0,0,0,0
0,23993.78,1989.0,12.063,12,0,0,0,0,0
0,840.39,481.33,1.746,20,0,0,0,0,0
0,2451.58,981.97,2.497,23,1,0,0,0,0
1,2487.07,4395.57,0.566,20,0,0,0,0,0
0,420.5,1982.81,0.212,0,1,0,0,0,0
1,1246.84,1647.73,0.757,23,1,1,0,0,1
0,2230.47,899.09,2.481,5,1,0,0,0,0
0,1030.96,4314.51,0.239,7,0,0,0,0,0
0,43182.96,6608.89,6.534,12,0,0,0,1,0
1,607.77,4614.09,0.132,1,1,1,0,2,1
1,8377.06,5422.61,1.545,7,0,0,0,1,0
0,5504.92,1071.87,5.136,21,0,0,0,0,0
0,1775.75,943.74,1.882,0,1,0,0,1,0
0,587.12,1286.0,0.457,12,0,0,1,0,1
0,665.99,1532.59,0.435,0,1,0,0,0,0
0,922.09,5366.43,0.172,9,0,0,0,0,0
1,177.42,4227.21,0.042,4,1,1,0,0,1
1,490.53,2403.36,0.204,22,1,0,1,0,1
0,263.16,408.27,0.645,19,0,0,0,0,0
0,10400.79,324.01,32.1,12,0,0,0,1,0
1,4040.0,1837.97,2.198,4,1,0,1,0,1
1,5022.92,3268.99,1.537,9,0,0,1,0,1
0,3887.34,1378.0,2.821,2,1,1,1,0,1
0,2246.34,8295.05,0.271,1,1,1,1,0,1
0,12074.9,558.81,21.608,1,1,0,0,0,0
0,817.3,498.94,1.638,4,1,0,0,1,1
0,2076.98,814.15,2.551,3,1,0,0,1,0
0,4775.13,786.77,6.069,1,1,0,0,0,1
0,324.55,2377.15,0.137,20,0,0,0,0,0
0,101272.03,1012.79,99.993,8,0,0,0,0,1
0,1876.45,367.58,5.105,23,1,0,0,1,0
0,2174.57,3302.45,0.658,8,0,0,0,0,0
1,9264.47,303.7,30.505,8,0,1,1,0,1
1,5939.87,564.48,10.523,23,1,1,1,1,1
0,1899.8,343.63,5.529,3,1,1,0,1,1
0,2141.3,1783.64,1.201,7,0,1,0,1,0
1,255.85,1750.13,0.146,17,0,0,1,0,1
0,877.08,8306.63,0.106,8,0,0,0,1,0
0,3541.74,3369.25,1.051,2,1,0,0,0,0
0,3219.76,5418.0,0.594,5,1,0,0,0,0
0,8844.19,1919.36,4.608,22,1,0,0,0,1
0,1545.88,614.47,2.516,18,0,0,0,0,1
1,297.83,1661.2,0.179,4,1,1,0,0,1
0,7142.01,2522.94,2.831,16,0,0,1,0,1
0,11694.99,2788.97,4.193,18,0,0,0,1,0
1,5812.22,967.61,6.007,23,1,0,0,0,1
0,1461.58,2298.26,0.636,2,1,0,0,0,0
0,7028.31,639.24,10.995,7,0,0,0,0,1
0,155995.68,578.85,269.492,8,0,0,0,0,0
0,2100.01,542.29,3.872,21,0,0,0,0,0
0,328.57,1513.47,0.217,22,1,0,0,0,0
0,843.73,512.83,1.645,21,0,0,1,1,1
0,4077.01,1010.02,4.037,7,0,0,0,0,0
0,224.47,3336.32,0.067,13,0,0,0,0,0
0,2253.46,586.27,3.844,22,1,0,0,0,0
0,2964.42,940.22,3.153,9,0,0,0,0,0
0,13301.85,1578.88,8.425,16,0,0,0,1,0
0,9929.38,1848.63,5.371,2,1,0,0,1,1
0,5563.38,944.48,5.89,2,1,0,0,0,0
1,108.69,3005.42,0.036,2,1,0,0,0,1
0,5987.14,2518.47,2.377,3,1,1,0,0,1
0,4524.07,4129.33,1.096,16,0,0,1,0,1
1,2521.8,1375.48,1.833,13,0,1,1,0,1
0,190.7,933.05,0.204,1,1,0,0,0,0
0,658.65,800.82,0.822,11,0,0,0,0,0
1,396.68,1951.44,0.203,4,1,0,0,0,1
1,131.7,1054.22,0.125,21,0,0,0,0,0
0,1801.2,886.91,2.031,1,1,0,0,0,0
0,640.87,988.85,0.648,11,0,0,0,1,0
0,54879.62,800.05,68.595,8,0,0,0,1,1
1,1451.85,1770.68,0.82,22,1,0,1,1,1
0,9719.4,415.16,23.411,8,0,1,0,0,1
0,235.14,1944.41,0.121,19,0,0,0,0,0
1,907.67,2721.38,0.334,22,1,1,0,0,1
0,2050.76,877.62,2.337,0,1,0,0,0,0
1,555.24,8348.47,0.067,23,1,0,0,0,0
0,1044.34,1503.96,0.694,6,0,1,0,1,0
0,1361.94,363.14,3.75,22,1,0,0,1,0
0,1333.98,1149.27,1.161,17,0,0,0,0,0
1,20164.0,1566.17,12.875,9,0,0,1,0,1
0,2956.3,2217.36,1.333,14,0,0,0,1,0
0,3372.35,1174.16,2.872,8,0,1,0,0,1
0,3646.6,595.61,6.122,10,0,0,0,0,0
1,4009.47,552.54,7.256,23,1,0,0,1,1
1,1623.35,822.02,1.975,0,1,0,0,0,1
0,1191.57,896.06,1.33,10,0,0,0,1,0
0,2245.9,533.0,4.214,0,1,0,1,1,1
1,8134.3,765.45,10.627,4,1,0,1,0,1
0,7817.42,2679.84,2.917,17,0,0,0,0,0
0,1322.77,6526.14,0.203,0,1,0,0,0,0
0,4905.91,2921.68,1.679,9,0,0,0,1,1
1,1403.94,4794.74,0.293,12,0,0,0,1,1
0,1889.43,3557.12,0.531,7,0,0,0,1,0
0,976.93,3133.22,0.312,12,0,0,0,0,0
0,1427.76,1092.24,1.307,19,0,0,0,0,0
0,10339.52,1680.45,6.153,1,1,0,0,0,1
0,2038.86,1013.78,2.011,20,0,0,0,2,1
0,2155.69,1215.37,1.774,11,0,0,0,0,0
0,275.51,1573.96,0.175,12,0,0,0,1,0
0,1209.52,2813.57,0.43,21,0,0,0,0,0
0,1321.19,2166.77,0.61,7,0,0,0,1,0
1,615.3,1279.67,0.481,14,0,1,0,0,1
1,1859.69,1556.17,1.195,6,0,0,0,0,0
1,1034.9,2186.63,0.473,6,0,0,0,1,1
0,2006.19,2699.05,0.743,16,0,0,1,0,0
0,2117.42,377.25,5.613,18,0,0,1,0,0
0,521.92,561.35,0.93,2,1,0,0,0,0
1,1076.73,4010.13,0.269,6,0,0,0,0,1
1,1999.37,1401.39,1.427,11,0,1,1,1,1
1,8430.31,1010.63,8.342,13,0,1,0,1,1
0,2524.34,1167.77,2.162,1,1,0,0,0,0
0,764.7,1167.55,0.655,6,0,1,0,0,1
0,3037.25,2445.84,1.242,15,0,0,0,0,0
0,16644.14,546.09,30.479,8,0,0,0,1,0
0,5953.4,1513.68,3.933,0,1,0,0,0,1
1,3684.11,1847.35,1.994,11,0,0,0,0,0
0,4643.7,2114.64,2.196,1,1,0,0,0,1
0,11753.9,1809.09,6.497,21,0,0,0,0,0
0,7319.63,2355.05,3.108,17,0,0,0,0,1
1,3777.39,884.1,4.273,13,0,0,0,0,0
0,7253.47,634.21,11.437,11,0,0,0,0,0
0,443.13,13511.6,0.033,17,0,0,0,1,0
1,256.48,1128.75,0.227,4,1,1,1,0,1
0,2217.71,1253.87,1.769,6,0,1,0,0,0
0,1976.9,2724.54,0.726,3,1,0,0,1,0
0,891.51,6225.94,0.143,12,0,0,0,0,0
0,5290.18,906.8,5.834,15,0,0,0,2,0
1,160.5,602.49,0.266,21,0,0,0,0,0
1,902.16,483.99,1.864,15,0,0,0,1,0
0,962.52,6209.25,0.155,18,0,1,0,0,1
0,215.47,581.55,0.371,3,1,0,0,0,0
0,12621.42,1444.04,8.74,19,0,0,0,0,0
0,308.91,614.28,0.503,19,0,0,0,0,0
0,841.48,402.01,2.093,0,1,0,0,0,0
0,5886.25,1137.81,5.173,12,0,0,0,0,1
0,4187.5,636.5,6.579,19,0,0,1,1,0
1,428.11,794.36,0.539,19,0,0,0,0,0
0,4390.66,9004.63,0.488,21,0,0,0,0,0
0,2635.21,2169.84,1.214,8,0,0,0,0,0
0,37531.89,3423.17,10.964,9,0,0,1,0,0
1,3056.8,3109.43,0.983,5,1,0,0,1,0
0,1504.76,1351.84,1.113,21,0,0,0,3,0
0,593.8,996.5,0.596,6,0,0,0,0,0
0,687.1,1852.04,0.371,22,1,0,1,2,0
1,618.01,1722.63,0.359,15,0,1,0,0,1
0,10747.5,887.2,12.114,16,0,0,0,0,1
1,1850.78,1663.81,1.112,23,1,0,1,0,1
1,3769.97,783.92,4.809,0,1,1,0,0,1
1,12945.74,1268.62,10.205,8,0,0,1,0,0
0,84.27,1094.71,0.077,13,0,0,0,1,0
0,9533.2,472.49,20.177,14,0,0,0,0,1
0,1943.05,178.39,10.892,3,1,0,0,0,0
1,3182.95,635.77,5.006,7,0,0,0,0,0
0,615.89,7507.77,0.082,14,0,0,0,1,0
0,677.45,1120.23,0.605,21,0,0,0,1,1
0,3413.52,2976.11,1.147,3,1,0,0,0,1
0,40133.92,218.77,183.453,18,0,0,0,0,0
0,6662.88,597.37,11.154,2,1,1,0,0,1
0,9369.17,437.45,21.418,7,0,0,0,2,0
0,1408.67,1233.89,1.142,1,1,0,0,2,1
1,828.6,13092.04,0.063,21,0,1,1,1,1
0,655.21,2239.96,0.293,7,0,1,0,0,1
0,958.38,6809.35,0.141,7,0,0,0,0,0
0,125.38,1177.33,0.106,16,0,0,0,0,0
0,704.58,5056.26,0.139,15,0,0,0,0,1
1,872.66,9565.62,0.091,15,0,0,0,0,0
0,1439.48,1341.53,1.073,15,0,0,0,1,0
0,2145.82,911.11,2.355,6,0,0,0,0,0
0,2896.29,452.13,6.406,14,0,0,0,2,1
1,1773.3,1120.85,1.582,16,0,1,0,0,1
0,849.06,1593.53,0.533,2,1,0,0,1,0
1,140.84,9208.28,0.015,0,1,0,1,0,1
0,855.85,461.52,1.854,7,0,1,0,0,0
0,510.72,1561.96,0.327,6,0,0,0,0,0
0,3313.92,289.2,11.459,17,0,0,0,1,0
1,5896.26,1008.19,5.848,22,1,0,1,0,1
0,6125.05,1959.13,3.126,4,1,0,0,2,1
1,4836.94,2348.01,2.06,14,0,0,1,0,1
0,1519.93,2515.23,0.604,6,0,0,0,0,0
0,917.32,2116.81,0.433,9,0,0,0,0,0
0,684.55,2495.84,0.274,15,0,0,0,1,0
1,254.74,1542.51,0.165,22,1,0,0,0,1
0,6564.36,576.47,11.387,1,1,0,0,1,1
1,1440.69,279.64,5.152,17,0,1,1,1,1
1,357.72,905.04,0.395,14,0,1,0,0,0
1,617.43,1311.39,0.471,22,1,0,0,0,0
0,585.77,4575.81,0.128,18,0,0,0,0,0
0,1912.05,1352.16,1.414,19,0,0,0,1,0
1,7242.4,1240.27,5.839,13,0,1,1,2,1
0,1150.11,2094.3,0.549,22,1,0,0,0,0
0,96.71,1160.94,0.083,1,1,0,0,0,0
0,1413.84,3070.17,0.461,17,0,0,0,0,0
0,1475.79,8790.27,0.168,8,0,0,0,1,0
0,1349.65,10632.89,0.127,0,1,0,0,0,0
0,799.75,1615.4,0.495,15,0,0,0,0,0
0,2398.67,2004.61,1.197,11,0,0,0,2,0
0,1970.38,6130.13,0.321,11,0,0,0,1,1
0,1750.61,1293.41,1.353,18,0,0,0,1,0
0,3091.57,2727.86,1.133,9,0,0,0,0,0
0,1034.03,532.91,1.94,19,0,0,0,1,0
0,960.49,1119.06,0.858,4,1,0,1,0,1
0,10874.33,4190.2,2.595,2,1,0,0,4,1
0,3741.2,775.59,4.824,8,0,0,0,0,1
0,5297.71,1319.16,4.016,20,0,0,0,1,1
1,8901.15,358.96,24.797,22,1,1,0,0,1
0,3582.18,9001.9,0.398,14,0,0,0,0,0
1,6044.51,4613.42,1.31,13,0,0,1,0,1
0,232.03,1753.36,0.132,10,0,0,0,1,0
0,2357.6,2337.32,1.009,12,0,0,0,1,0
0,1425.77,2113.94,0.674,6,0,0,0,1,0
0,16010.33,5145.51,3.112,1,1,0,0,0,0
0,6038.67,928.04,6.507,2,1,0,0,0,1
0,796.65,2861.33,0.278,19,0,0,0,1,0
0,2935.5,3903.68,0.752,7,0,0,0,1,0
0,2248.43,4419.55,0.509,0,1,0,1,0,0
0,3263.75,193.75,16.845,20,0,0,0,0,0
1,480.83,863.21,0.557,3,1,0,0,0,0
0,2887.14,591.55,4.881,12,0,0,0,1,0
0,1344.0,1693.63,0.794,23,1,1,0,1,0
0,2610.21,241.19,10.822,13,0,0,1,0,1
0,705.07,234.85,3.002,8,0,0,0,1,0
1,845.07,10436.72,0.081,2,1,0,0,1,0
0,8316.48,2580.97,3.222,13,0,0,0,0,0
0,460.81,1650.62,0.279,3,1,0,0,0,1
1,507.21,2053.51,0.247,16,0,1,0,0,1
0,1690.78,1688.69,1.001,14,0,0,0,0,0
0,662.85,3632.28,0.182,11,0,1,0,3,1
1,572.19,837.82,0.683,13,0,1,1,1,1
0,2072.68,1751.02,1.184,18,0,0,0,0,0
0,255.55,1816.52,0.141,9,0,0,0,0,0
0,487.67,576.99,0.845,4,1,0,0,0,0
0,26116.54,4671.73,5.59,23,1,0,0,0,1
0,3285.64,991.17,3.315,16,0,0,0,0,0
1,685.03,3698.49,0.185,16,0,0,0,0,0
0,3114.05,1641.59,1.897,2,1,0,0,0,0
1,3780.19,6439.63,0.587,15,0,0,1,1,1
1,6586.25,579.84,11.359,8,0,0,0,0,0
0,1532.56,557.64,2.748,16,0,0,0,0,0
0,6434.61,655.16,9.821,19,0,0,0,0,1
0,127.74,1668.98,0.077,11,0,0,0,0,0
1,457.97,5927.29,0.077,23,1,1,0,2,1
1,2237.32,6209.18,0.36,1,1,1,1,0,1
0,2775.33,185.12,14.992,19,0,0,0,0,0
0,552.63,1853.32,0.298,15,0,0,0,0,0
0,2533.22,82.13,30.844,22,1,0,0,1,1
1,803.52,3027.61,0.265,22,1,0,0,1,1
0,1261.37,4049.52,0.311,20,0,0,0,0,0
0,6851.38,1427.64,4.799,22,1,0,0,2,1
1,5893.58,1596.52,3.692,5,1,0,0,0,1
0,494.64,1581.73,0.313,1,1,0,0,0,0
0,457.41,730.7,0.626,8,0,0,0,0,0
0,1059.42,2183.17,0.485,4,1,0,0,0,0
0,1746.26,1201.99,1.453,17,0,0,0,0,0
0,768.72,3419.54,0.225,21,0,0,0,0,0
1,6994.19,1336.4,5.234,20,0,0,0,1,1
0,2840.13,682.03,4.164,17,0,0,0,0,0
0,3065.33,371.56,8.25,9,0,0,0,0,0
0,348.45,276.54,1.26,9,0,0,0,0,0
0,8245.95,4823.52,1.71,22,1,0,0,1,0
0,50.0,980.43,0.051,9,0,0,0,0,0
1,5346.9,2007.64,2.663,17,0,0,0,1,1
1,6091.23,7368.04,0.827,15,0,1,1,0,1
0,1030.58,892.01,1.155,22,1,0,1,0,1
0,9459.58,841.57,11.24,5,1,0,0,0,1
0,1665.65,1314.29,1.267,11,0,0,0,0,0
1,1960.9,1520.04,1.29,3,1,0,1,0,1
0,2811.26,8093.34,0.347,19,0,0,0,1,0
1,113839.79,6058.63,18.79,15,0,1,0,0,1
0,10381.33,2588.38,4.011,21,0,0,0,0,0
1,4498.37,5456.01,0.824,21,0,0,0,0,0
1,551.89,1260.93,0.438,21,0,1,1,1,1
1,2179.1,1937.68,1.125,10,0,1,0,0,1
0,628.25,1128.49,0.557,0,1,0,0,0,0
0,5264.51,463.44,11.36,4,1,0,0,1,0
0,2170.27,4374.24,0.496,16,0,0,0,1,0
1,419.11,2388.76,0.175,10,0,0,0,1,0
0,2009.14,1504.58,1.335,13,0,0,0,1,0
1,599.3,1477.02,0.406,8,0,0,0,2,1
1,2200.81,381.61,5.767,9,0,1,1,1,1
0,591.82,614.17,0.964,3,1,0,0,0,0
1,1873.82,2003.27,0.935,1,1,0,0,0,0
0,4796.35,919.47,5.216,5,1,0,0,0,0
0,1687.55,1216.9,1.387,2,1,0,0,0,0
0,1087.73,1347.23,0.807,12,0,0,0,1,0
0,2354.91,800.93,2.94,11,0,0,0,2,0
1,4475.34,619.48,7.224,17,0,0,0,1,1
0,428.66,346.85,1.236,5,1,0,0,0,0
0,2537.29,1297.42,1.956,9,0,0,0,0,0
0,10024.66,2583.11,3.881,5,1,0,0,0,1
1,3811.41,337.22,11.302,4,1,0,0,0,1
0,1949.02,1448.61,1.345,14,0,0,0,0,0
1,4153.3,1906.51,2.178,14,0,0,1,0,1
0,3255.97,607.52,5.359,11,0,0,0,1,0
0,4815.92,5323.72,0.905,8,0,0,0,2,0
0,130.18,1046.13,0.124,12,0,0,0,0,0
0,239.97,1351.36,0.178,15,0,0,1,1,0
1,6676.02,1280.31,5.214,20,0,1,0,1,1
0,255.48,300.76,0.849,1,1,1,0,0,0
1,3047.27,3669.74,0.83,16,0,0,0,0,0
0,1144.06,626.43,1.826,8,0,0,0,1,0
0,495.2,1196.47,0.414,22,1,0,0,0,0
1,2848.49,2534.86,1.124,18,0,0,0,0,0
1,2348.06,5512.72,0.426,5,1,1,1,0,1
0,28097.77,560.07,50.168,3,1,0,0,0,0
0,802.51,990.46,0.81,14,0,0,0,1,0
0,11756.28,5136.75,2.289,17,0,0,0,1,0
0,2858.78,2246.98,1.272,11,0,0,0,0,0
1,765.61,2708.24,0.283,11,0,1,0,1,1
1,5110.34,574.78,8.891,19,0,1,1,0,1
0,3772.38,1052.28,3.585,16,0,0,0,0,0
1,1894.28,1272.77,1.488,6,0,0,1,0,1
0,2555.96,683.96,3.737,19,0,0,0,0,0
0,832.07,327.96,2.537,4,1,0,0,0,1
0,617.99,935.0,0.661,11,0,0,0,0,0
0,4852.62,5008.34,0.969,16,0,0,0,0,0
0,1351.38,1561.27,0.866,1,1,0,0,1,0
0,1629.28,5099.32,0.32,3,1,0,0,1,0
0,2601.3,1739.09,1.496,1,1,1,0,2,1
0,2552.62,743.79,3.432,13,0,0,0,2,0
1,281.99,4674.4,0.06,13,0,1,0,0,1
0,9625.08,1792.01,5.371,12,0,0,0,1,0
0,2116.54,3518.02,0.602,16,0,0,0,0,0
1,1389.29,565.95,2.455,16,0,0,0,0,0
1,3165.61,3770.19,0.84,21,0,1,0,0,1
1,2458.99,3873.84,0.635,17,0,0,1,0,0
0,4900.94,1921.36,2.551,2,1,0,1,0,0
0,3638.69,716.06,5.082,20,0,0,0,1,0
0,4597.19,1420.26,3.237,15,0,0,0,0,0
0,10470.24,2566.15,4.08,18,0,0,0,2,1
1,5702.8,1828.25,3.119,5,1,0,1,0,1
0,1467.58,2542.68,0.577,22,1,1,0,1,1
0,419.99,3681.3,0.114,5,1,0,0,2,0
0,15805.88,825.84,19.139,17,0,1,0,0,1
0,1327.38,523.44,2.536,8,0,1,0,0,1
1,977.46,1431.12,0.683,17,0,0,1,1,0
0,189.1,1100.18,0.172,5,1,0,0,0,1
0,2807.4,3002.68,0.935,8,0,0,0,0,0
0,2194.16,562.82,3.899,17,0,0,0,0,1
0,252.23,3708.36,0.068,15,0,0,0,0,0
0,3259.26,5005.29,0.651,23,1,0,0,0,1
